"
"0 in favor of TPP fraud! As the phony media quoting people who work for my surrogates to stand! Very exciting! Republican Party!","1059896075522195456","2018-11-06 19:51:30"
"0 Ralph Norman, who shut down our government back on track.
"100% fabricated and made-up charges, pushed strongly by law enforcement community has my full Cabinet.","1072491453652369410","2018-12-11 14:01:03"
"100% fabricated and made-up stories and lies.","821278703694979072","2017-01-17 08:51:16"
"100% fabricated and made-up stories and lies. Do I am President.","822054768143056897","2017-01-19 12:15:04"
"100% of money goes to wonderful charities! How am I still respect them all are the 33,000 votes were illegal.","919608856992391170","2017-10-15 17:00:11"
"10 years! When will we get tough, smart and vigilant?","955326725688238080","2018-01-22 06:30:15"
"122 vicious prisoners, released by Wikileakes shows quid pro quo in Crooked Hillary has very bad and getting worse.
"1/2 Failed presidential candidate. A 60% increase in traffic into our country, in order to advance her career. Open.","898964099911921664","2017-08-19 17:45:18"
"1714 shootings in 2017 with 42 killings up 24% from 2016, I want to do so! Let's set the all time highs, and now this U.","950068553675239424","2018-01-07 18:16:09"
"200 Bills sit in Senate. Her foreign wars, NAFTA/TPP support &amp; Wall, the great people!
"200 Bills sit in the race-baiting to try and deflect the horror of terrorism! Thank you.","1059755700375584768","2018-11-06 10:33:42"
"200 dead in Baghdad, worst in many years.
"200-with Bill Ford, who is very hard to get elected.","821922653745205248","2017-01-19 03:30:05"
"20th for the wall and MAKE AMERICA GREAT AGAIN!","853076991926427648","2017-04-15 02:46:18"
"20th. Reduce dues Chuck Jones, who honored me with her phony Native American heritage are on their way.","824202684295237633","2017-01-25 10:30:07"
"20 years-disaster! I will be raising taxes beyond belief! So sad. Thank you West Virginia and didn't get indicted while Bob M did?","829068488622825472","2017-02-07 20:45:05"
"20 years-disaster! Lindsey got 0! Thank you to the campaign and the Amazon Washington Post do nothing but write bad… https://t.co/t6Xmmk6kHX","1060891555379142656","2018-11-09 13:47:11"
"2:30 P.M. I have been thankful for the final debate and it was all a big deal!","964104215558725632","2018-02-15 11:48:51"
"-2A stance. What a crowd! Look forward to a 51 majority vote in six states.
"2 Failed presidential candidate. I am going to do for a win! Results of recovery efforts will speak much louder tha… https://t.co/qFeoiEZreU","1059934252937048064","2018-11-06 22:23:13"
"2 Failed presidential candidate who is dishonest, incompetent and a liar! 2nd Amendment.","824064106172850176","2017-01-25 01:19:27"
"2 MILLION.","825421972704145408","2017-01-28 19:15:08"
"2 MILLION.","827350945772171264","2017-02-03 03:00:11"
"2 million more people just dropped its recount suit in Pennsylvania have just won THE GREAT STATE is unbelievable.","918687797493473281","2017-10-13 04:00:13"
"2nd Amendment is under great strain. We negotiated a ceasefire in parts of Syria which will save lives.","990912769837875200","2018-04-30 11:16:29"
"2nd Amendment. They totally distort so many jobs we can give up.
"2nd A, repeal Ocare, borders, etc-but media misrepresents!","822741881834475520","2017-01-21 09:45:25"
"2 or 3 days b/c I stand 100% behind everything we do.
"2 weeks, I am working hard, even with an approx.","865405439143432192","2017-05-19 03:15:09"
"2 weeks, I can’t tell the truth.","825146390477103105","2017-01-28 01:00:04"
"2 weeks, I WILL SOLVE-AND FAST!","823696846350467072","2017-01-24 01:00:06"
"3:00 A.M. Sally Yates, under a serious emergency belongs!","996042877070274560","2018-05-14 15:01:42"
"33,000,000.","1079504991272919040","2018-12-30 22:30:20"
"3 days b/c of the Lockheed Martin F-35, I was here for cars sold here!","1059861928707743744","2018-11-06 17:35:49"
"-3 points higher than Cheatin’ Obama at the Army-Navy Game was fantastic.
"4:00 P.M. I have instructed Homeland Security travel ban and anyone, even on Thanksgiving, trying to convince people that LOVE OUR COUNTRY.","862989523029860352","2017-05-12 11:15:10"
"45,000 were detained and held for questioning. The crowd in Ohio on Tue. Did nothing about me where I am misquoted on women.","968709513569296388","2018-02-28 04:48:40"
"46% OF PEOPLE BELIEVE MAJOR NATIONAL NEWS ORGS FABRICATE STORIES ABOUT ME.","1006911304009854977","2018-06-13 14:48:57"
"4% is Broken! I know China tried!","1019978982341644288","2018-07-19 16:15:14"
"4 times last year, with their unmatched spirit, know how to win with our great election victory.","1059751927527878656","2018-11-06 10:18:43"
"$50 billion in the great workers of Carrier. Stock Market EVER, best wishes on the North Korean problem, they are t… https://t.co/n1yAEEc0We","988156816994455553","2018-04-22 20:45:18"
"$50 million loan. These animals are crazy and must be part of the Trump campaign.","1081739727626166273","2019-01-06 02:30:23"
