"Closely monitoring #HurricaneHarvey from Camp David. We are leaving nothing to chance. City, State and Federal Govs. working great together!","901411986302488576","2017-08-26 11:52:19"
"I am pleased to inform you that I have just granted a full Pardon to 85 year old American patriot Sheriff Joe Arpaio. He kept Arizona safe!","901263061511794688","2017-08-26 02:00:33"
"At the request of the Governor of Texas, I have signed the Disaster Proclamation, which unleashes the full force of government help!","901259509632573440","2017-08-26 01:46:26"
"Storm turned Hurricane is getting much bigger and more powerful than projected. Federal Government is on site and ready to respond. Be safe!","901205593054162945","2017-08-25 22:12:11"
"Just arrived at Camp David, where I am monitoring the path and doings of Hurricane Harvey (as it strengthens to a Class 3). 125 MPH winds!","901190479798312961","2017-08-25 21:12:08"
"Just arrived at Camp David where I am closely watching the path and doings of Hurricane Harvey, as it strengthens to a Category 3. BE SAFE!","901188228174184448","2017-08-25 21:03:11"
"Strange statement by Bob Corker considering that he is constantly asking me whether or not he should run again in '18. Tennessee not happy!","901057864516734978","2017-08-25 12:25:10"
"Nick Adams, ""Retaking America"" ""Best things of this presidency aren't reported about. Convinced this will be perhaps best presidency ever.""","901044579750825985","2017-08-25 11:32:23"
"Few, if any, Administrations have done more in just 7 months than the Trump A․ Bills passed, regulations killed, border, military, ISIS, SC!","901032475111116800","2017-08-25 10:44:17"
"General John Kelly is doing a fantastic job as Chief of Staff. There is tremendous spirit and talent in the W․H․. Don't believe the Fake News","901031532164468736","2017-08-25 10:40:32"
"The only problem I have with Mitch McConnell is that, after hearing Repeal & Replace for 7 years, he failed!That should NEVER have happened!","900714982823821313","2017-08-24 13:42:41"
"James Clapper, who famously got caught lying to Congress, is now an authority on Donald Trump. Will he show you his beautiful letter to me?","900708110330978304","2017-08-24 13:15:22"
"The Fake News is now complaining about my different types of back to back speeches. Well, there was Afghanistan (somber), the big Rally (enthusiastic, dynamic and fun) and the American Legion - V․A․ (respectful and strong). Too bad the Dems have no one who can change tones!","",""
"I requested that Mitch M & Paul R tie the Debt Ceiling legislation into the popular V․A․. Bill (which just passed) for easy approval. They didn't do it so now we have a big deal with Dems holding them up (as usual) on Debt Ceiling approval. Could have been so easy-now a mess!","",""
"If Republican Senate doesn't get rid of the Filibuster Rule & go to a simple majority, which the Dems would do, they are just wasting time!","900354657133801474","2017-08-23 13:50:52"
"Last night in Phoenix I read the things from my statements on Charlottesville that the Fake News Media didn't cover fairly. People got it!","900352052068401154","2017-08-23 13:40:31"
"Phoenix crowd last night was amazing - a packed house. I love the Great State of Arizona. Not a fan of Jeff Flake, weak on crime & border!","900346953120141312","2017-08-23 13:20:15"
"Was with great people last night in Fort Myer, Virginia. The future of our country is strong!","899945866991206400","2017-08-22 10:46:29"
"Heading back to Washington after working hard and watching some of the worst and most dishonest Fake News reporting I have ever seen!","899411254061694979","2017-08-20 23:22:07"
"I want to applaud the many protestors in Boston who are speaking out against bigotry and hate. Our country will soon come together as one!","899008521726861312","2017-08-19 20:41:49"
"Our great country has been divided for decades. Sometimes you need protest in order to heal, & we will heal, & be stronger than ever before!","899008381226299392","2017-08-19 20:41:15"
"Looks like many anti-police agitators in Boston. Police are looking tough and smart! Thank you.","898988632551370753","2017-08-19 19:22:47"
"Important day spent at Camp David with our very talented Generals and military leaders. Many decisions made, including on Afghanistan.","898874064722427904","2017-08-19 11:47:31"
