"Dow hit a new intraday all-time high! I wonder whether or not the Fake News Media will so report?","881983493533822976","2017-07-03 21:10:25"
"Really great numbers on jobs & the economy! Things are starting to kick in now, and we have just begun! Don't like steel & aluminum dumping!","881979394373406720","2017-07-03 20:54:08"
"If we can help little #CharlieGard, as per our friends in the U․K․ and the Pope, we would be delighted to do so.","881875263700783104","2017-07-03 14:00:21"
"At some point the Fake News will be forced to discuss our great jobs numbers, strong economy, success with ISIS, the border & so much else!","881847676232503297","2017-07-03 12:10:44"
"Will be speaking with Italy this morning!","881839523126272000","2017-07-03 11:38:20"
"Spoke yesterday with the King of Saudi Arabia about peace in the Middle-East. Interesting things are happening!","881834692282109953","2017-07-03 11:19:08"
"Will be speaking with Germany and France this morning.","881830110114009089","2017-07-03 11:00:56"
"Stock Market at all time high, unemployment at lowest level in years (wages will start going up) and our base has never been stronger!","881662619282702338","2017-07-02 23:55:23"
"My use of social media is not Presidential - it’s MODERN DAY PRESIDENTIAL. Make America Great Again!","881281755017355264","2017-07-01 22:41:58"
"I am thinking about changing the name #FakeNews CNN to #FraudNewsCNN!","881273362454118400","2017-07-01 22:08:37"
"The FAKE & FRAUDULENT NEWS MEDIA is working hard to convince Republicans and others I should not use social media - but remember, I won the 2016 election with interviews, speeches and social media. I had to beat #FakeNews, and did. We will continue to WIN!",,
"Crazy Joe Scarborough and dumb as a rock Mika are not bad people, but their low rated show is dominated by their NBC bosses. Too bad!","881140479454310401","2017-07-01 13:20:35"
"Numerous states are refusing to give information to the very distinguished VOTER FRAUD PANEL. What are they trying to hide?","881137079958241280","2017-07-01 13:07:05"
"The fact that President Putin and I discussed a Cyber Security unit doesn't mean I think it can happen. It can't-but a ceasefire can,& did!","884211874518192128","2017-07-10 00:45:13"
"Syrian ceasefire seems to be holding. Many lives can be saved. Came out of meeting. Good!","884142582191849474","2017-07-09 20:09:52"
"For years, even as a ""civilian,"" I listened as Republicans pushed the Repeal and Replace of ObamaCare. Now they finally have their chance!","884141905436696576","2017-07-09 20:07:11"
"Sanctions were not discussed at my meeting with President Putin. Nothing will be done until the Ukrainian & Syrian problems are solved!","884027201804488704","2017-07-09 12:31:23"
"Putin & I discussed forming an impenetrable Cyber Security unit so that election hacking, & many other negative things, will be guarded and safe. Questions were asked about why the CIA & FBI had to ask the DNC 13 times for their SERVER, and were rejected, still don't have it. Fake News said 17 intel agencies when actually 4 (had to apologize). Why did Obama do NOTHING when he had info before election?",,
"I strongly pressed President Putin twice about Russian meddling in our election. He vehemently denied it. I've already given my opinion We negotiated a ceasefire in parts of Syria which will save lives. Now it is time to move forward in working constructively with Russia!",,
"The G 20 Summit was a great success for the U․S․ - Explained that the U․S․ must fix the many bad trade deals it has made. Will get done!","884008221970763776","2017-07-09 11:15:58"
"Leaving Hamburg for Washington, D․C․ and the WH. Just left China’s President Xi where we had an excellent meeting on trade & North Korea.","883761448064864257","2017-07-08 18:55:23"
"The #G20Summit was a wonderful success and carried out beautifully by Chancellor Angela Merkel. Thank you!","883752778379792386","2017-07-08 18:20:56"
"I will represent our country well and fight for its interests! Fake News Media will never cover me accurately but who cares! We will #MAGA!","883230130885324802","2017-07-07 07:44:07"
"I look forward to all meetings today with world leaders, including my meeting with Vladimir Putin. Much to discuss. #G20Summit #USA🇺🇸","883229754077392896","2017-07-07 07:42:37"
"Everyone here is talking about why John Podesta refused to give the DNC server to the FBI and the CIA. Disgraceful!","883229270943911936","2017-07-07 07:40:42"
"After Poland had a great meeting with Chancellor Merkel and then with PM Shinzō Abe of Japan & President Moon of South Korea.","883220875444715520","2017-07-07 07:07:20"
"My experience yesterday in Poland was a great one. Thank you to everyone, including the haters, for the great reviews of the speech!","883218784663818241","2017-07-07 06:59:02"
"Trade between China and North Korea grew almost 40% in the first quarter. So much for China working with us - but we had to give it a try!","882560030884716544","2017-07-05 11:21:23"
"The United States made some of the worst Trade Deals in world history.Why should we continue these deals with countries that do not help us?","882558219285131265","2017-07-05 11:14:11"
"Getting ready to leave for Poland, after which I will travel to Germany for the G-20. Will be back on Saturday.","882552631905988609","2017-07-05 10:51:59"
