"Being nice to Rocket Man hasn't worked in 25 years, why would it work now? Clinton failed, Bush failed, and Obama failed. I won't fail.","914565910798782465","2017-10-01 19:01:19"
"I told Rex Tillerson, our wonderful Secretary of State, that he is wasting his time trying to negotiate with Little Rocket Man Save your energy Rex, we'll do what has to be done!","",""
"In analyzing the Alabama Primary race,FAKE NEWS always fails to mention that the candidate I endorsed went up MANY points after endorsement!","914269704440737792","2017-09-30 23:24:18"
"Very important that NFL players STAND tomorrow, and always, for the playing of our National Anthem. Respect our Flag and our Country!","914255264282480640","2017-09-30 22:26:55"
"I will be in PR on Tues. to further ensure we continue doing everything possible to assist & support the people in their time of great need.","914252271982178306","2017-09-30 22:15:02"
"Results of recovery efforts will speak much louder than complaints by San Juan Mayor. Doing everything we can to help great people of PR!","914227642131509248","2017-09-30 20:37:10"
"We must all be united in offering assistance to everyone suffering in Puerto Rico and elsewhere in the wake of this terrible disaster.","914217658517737472","2017-09-30 19:57:29"
"To the people of Puerto Rico: Do not believe the #FakeNews! #PRStrong🇵🇷","914216744385904640","2017-09-30 19:53:51"
"Congresswoman Jennifer Gonzalez-Colon of Puerto Rico has been wonderful to deal with and a great representative of the people. Thank you!","914214237584674816","2017-09-30 19:43:54"
"Just spoke to Governor Kenneth Mapp of the U․S․. Virgin Islands who stated that #FEMA and Military are doing a GREAT job! Thank you Governor!","914210813237489666","2017-09-30 19:30:17"
"The Governor of Puerto Rico, Ricardo Rossello, is a great guy and leader who is really working hard. Thank you Ricky!","914208123564494850","2017-09-30 19:19:36"
"Despite the Fake News Media in conjunction with the Dems, an amazing job is being done in Puerto Rico. Great people!","914189344533024768","2017-09-30 18:04:59"
"The Fake News Networks are working overtime in Puerto Rico doing their best to take the spirit away from our soldiers and first R's. Shame!","914099295963553792","2017-09-30 12:07:09"
"I will be going to Puerto Rico on Tuesday with Melania. Will hopefully be able to stop at the U․S․. Virgin Islands (people working hard).","914096428879933440","2017-09-30 11:55:46"
"The military and first responders, despite no electric, roads, phones etc., have done an amazing job. Puerto Rico was totally destroyed.","914090947180470272","2017-09-30 11:33:59"
"…Such poor leadership ability by the Mayor of San Juan, and others in Puerto Rico, who are not able to get their workers to help. They want everything to be done for them when it should be a community effort. 10,000 Federal workers now on Island doing a fantastic job.","",""
"RECORD HIGH FOR S & P 500!","913760243770896389","2017-09-29 13:39:53"
"Thank you to FEMA, our great Military & all First Responders who are working so hard,against terrible odds,in Puerto Rico. See you Tuesday!","913757869627133953","2017-09-29 13:30:27"
"Puerto Rico Governor Ricardo Rossello just stated: ""The Administration and the President, every time we've spoken, they've delivered The fact is that Puerto Rico has been destroyed by two hurricanes. Big decisions will have to be made as to the cost of its rebuilding!","",""
"FEMA & First Responders are doing a GREAT job in Puerto Rico. Massive food & water delivered. Docks & electric grid dead. Locals trying really hard to help but many have lost their homes. Military is now on site and I will be there Tuesday. Wish press would treat fairly!","",""
"The electric power grid in Puerto Rico is totally shot. Large numbers of generators are now on Island. Food and water on site.","913403237033742336","2017-09-28 14:01:16"
"Democrats don't want massive tax cuts - how does that win elections? Great reviews for Tax Cut and Reform Bill.","913371663789625344","2017-09-28 11:55:48"
"…But the people were Pro-Trump! Virtually no President has accomplished what we have accomplished in the first 9 months-and economy roaring","913035855509491712","2017-09-27 13:41:25"
"We will have the votes for Healthcare but not for the reconciliation deadline of Friday, after which we need 60. Get rid of Filibuster Rule!","913004378486984704","2017-09-27 11:36:21"
"With one Yes vote in hospital & very positive signs from Alaska and two others (McCain is out), we have the HCare Vote, but not for Friday!","913003340451188737","2017-09-27 11:32:13"
"Spoke to Jerry Jones of the Dallas Cowboys yesterday. Jerry is a winner who knows how to get things done. Players will stand for Country!","912997506900021248","2017-09-27 11:09:02"
"Spoke to Roy Moore of Alabama last night for the first time. Sounds like a really great guy who ran a fantastic race. He will help to #MAGA!","912994446219898880","2017-09-27 10:56:53"
"Congratulations to Roy Moore on his Republican Primary win in Alabama. Luther Strange started way back & ran a good race. Roy, WIN in Dec!","912863676792786946","2017-09-27 02:17:15"
"70 years ago today, the National Security Council met for the first time. Great history of advising Presidents-then & now! Thanks NSC Staff!","912836917296877569","2017-09-27 00:30:55"
"The NFL has all sorts of rules and regulations. The only way out for them is to set a rule that you can't kneel during our National Anthem!","912664574461120512","2017-09-26 13:06:05"
"Thank you to Carmen Yulin Cruz, the Mayor of San Juan, for your kind words on FEMA etc.We are working hard. Much food and water there/on way","912651215997202432","2017-09-26 12:13:00"
"But while Dallas dropped to its knees as a team, they all stood up for our National Anthem. Big progress being made-we all love our country!","912629775629418501","2017-09-26 10:47:49"
"The booing at the NFL football game last night, when the entire Dallas team dropped to its knees, was loudest I have ever heard. Great anger","912626731357540353","2017-09-26 10:35:43"
"Ratings for NFL football are way down except before game starts, when people tune in to see whether or not our country will be disrespected!","912624892239077376","2017-09-26 10:28:24"
"Texas & Florida are doing great but Puerto Rico, which was already suffering from broken infrastructure & massive debt, is in deep trouble It's old electrical grid, which was in terrible shape, was devastated. Much of the Island was destroyed, with billions of dollars owed to Wall Street and the banks which, sadly, must be dealt with. Food, water and medical are top priorities - and doing well. #FEMA","",""
"Tremendous backlash against the NFL and its players for disrespect of our Country. #StandForOurAnthem🇺🇸","912443924979077120","2017-09-25 22:29:18"
"General John Kelly totally agrees w/ my stance on NFL players and the fact that they should not be disrespecting our FLAG or GREAT COUNTRY!","912443607084404736","2017-09-25 22:28:02"
"#StandForOurAnthem","912301271817838593","2017-09-25 13:02:27"
"The White House never looked more beautiful than it did returning last night. Important meetings taking place today. Big tax cuts & reform.","912281550712135680","2017-09-25 11:44:05"
"The issue of kneeling has nothing to do with race. It is about respect for our Country, Flag and National Anthem. NFL must respect this!","912280282224525312","2017-09-25 11:39:03"
"Many people booed the players who kneeled yesterday (which was a small percentage of total). These are fans who demand respect for our Flag!","912278438127525888","2017-09-25 11:31:43"
"So proud of NASCAR and its supporters and fans. They won't put up with disrespecting our Country or our Flag - they said it loud and clear!","912276850793213952","2017-09-25 11:25:25"
"Sports fans should never condone players that do not stand proud for their National Anthem or their Country. NFL should change policy!","912080538755846144","2017-09-24 22:25:20"
"Alaska, Arizona, Maine and Kentucky are big winners in the Healthcare proposal. 7 years of Repeal & Replace and some Senators not there.","912079629648883712","2017-09-24 22:21:43"
"Please to inform that the Champion Pittsburgh Penguins of the NHL will be joining me at the White House for Ceremony. Great team!","912019957243883520","2017-09-24 18:24:36"
"Great solidarity for our National Anthem and for our Country. Standing with locked arms is good, kneeling is not acceptable. Bad ratings!","912018945158402049","2017-09-24 18:20:35"
"…NFL attendance and ratings are WAY DOWN. Boring games yes, but many stay away because they love our country. League should back U․S․","911911385176723457","2017-09-24 11:13:11"
"If NFL fans refuse to go to games until players stop disrespecting our Flag & Country, you will see change take place fast. Fire or suspend!","911904261553950720","2017-09-24 10:44:52"
"Just heard Foreign Minister of North Korea speak at U․N․. If he echoes thoughts of Little Rocket Man, they won't be around much longer!","911789314169823232","2017-09-24 03:08:07"
"Roger Goodell of NFL just put out a statement trying to justify the total disrespect certain players show to our country.Tell them to stand!","911718138747727872","2017-09-23 22:25:17"
