"Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left. GO FLORIDA!",796102830352466000,2016-11-08 21:31:20
I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!,796099494442058000,2016-11-08 21:18:04
TODAY WE MAKE AMERICA GREAT AGAIN!,795954831718498000,2016-11-08 11:43:14
Big news to share in New Hampshire tonight! Polls looking great! See you soon.,795782371895349000,2016-11-08 00:17:57
MAKE AMERICA GREAT AGAIN!,794895332941382000,2016-11-05 13:33:10
"If Obama worked as hard on straightening out our country as he has trying to protect and elect Hillary, we would all be much better off!",794617042888491000,2016-11-04 19:07:20
"ObamaCare is a total disaster. Hillary Clinton wants to save it by making it even more expensive. Doesn't work, I will REPEAL AND REPLACE!",794155725152981000,2016-11-03 12:34:14
"My wife, Melania, will be speaking in Pennsylvania this afternoon. So exciting, big crowds! I will be watching from North Carolina.",794154017983238000,2016-11-03 12:27:27
Praying for the families of the two Iowa police who were ambushed this morning. An attack on those who keep us safe is an attack on us all.,793824247168766000,2016-11-02 14:37:03
"Crooked Hillary Clinton deleted 33,000 e-mails AFTER they were subpoenaed by the United States Congress. Guilty - cannot run. Rigged system!",793796754193936000,2016-11-02 12:47:48
"I am going to repeal and replace ObamaCare. We will have MUCH less expensive and MUCH better healthcare. With Hillary, costs will triple!",793769750056677000,2016-11-02 11:00:30
"You can change your vote in six states. So, now that you see that Hillary was a big mistake, change your vote to MAKE AMERICA GREAT AGAIN!",793763567837254000,2016-11-02 10:35:56
"So terrible that Crooked didn't report she got the debate questions from Donna Brazile, if that were me it would have been front page news!",793456094198759000,2016-11-01 14:14:09
"Crooked Hillary should not be allowed to run for president. She deleted 33,000 e-mails AFTER getting a subpoena from U․S․. Congress. RIGGED!",793422633111024000,2016-11-01 12:01:11
Look at the way Crooked Hillary is handling the e-mail case and the total mess she is in. She is unfit to be president. Bad judgement!,793400131525677000,2016-11-01 10:31:46
"Wow, Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!",792734426912338000,2016-10-30 14:26:30
"Hillary and the Dems loved and praised FBI Director Comey just a few days ago. Original evidence was overwhelming, should not have delayed!",792728791743292000,2016-10-30 14:04:06
"We are now leading in many polls, and many of these were taken before the criminal investigation announcement on Friday - great in states!",792726526127067000,2016-10-30 13:55:06
I am in Colorado - big day planned - but nothing can be as big as yesterday!,792352376828993000,2016-10-29 13:08:22
Just landed in Iowa - speaking soon!,792176315478610000,2016-10-29 01:28:46
"Just out: Neera Tanden, Hillary Clinton adviser said, “Israel is depressing.” I think Israel is inspiring!",792054354991800000,2016-10-28 17:24:08
Heading to New Hampshire. Will be talking about the disaster known as ObamaCare!,792049535195439000,2016-10-28 17:04:59
"If my people said the things about me that Podesta & Hillary's people said about her, I would fire them out of self respect. ""Bad instincts""",792031499075944000,2016-10-28 15:53:19
A lot of call-ins about vote flipping at the voting booths in Texas. People are not happy. BIG lines. What is going on?,791625798792974000,2016-10-27 13:01:12
REPEAL AND REPLACE OBAMACARE!,791233632593740000,2016-10-26 11:02:53
REPEAL AND REPLACE!!! #ObamaCareInThreeWords,791037075030180000,2016-10-25 22:01:50
Obamacare is a disaster. Rates going through the sky - ready to explode. I will fix it. Hillary can't! #ObamacareFailed,791017424426504000,2016-10-25 20:43:45
We are winning and the press is refusing to report it. Don't let them fool you- get out and vote! #DrainTheSwamp on November 8th!,790557856806371000,2016-10-24 14:17:35
Why has nobody asked Kaine about the horrible views emanated on WikiLeaks about Catholics? Media in the tank for Clinton but Trump will win!,790539740118446000,2016-10-24 13:05:36
Major story that the Dems are making up phony polls in order to suppress the the Trump . We are going to WIN!,790534428942623000,2016-10-24 12:44:29
"Wow, just came out on secret tape that Crooked Hillary wants to take in as many Syrians as possible. We cannot let this happen - ISIS!",790523240351498000,2016-10-24 12:00:02
The attack on Mosul is turning out to be a total disaster. We gave them months of notice. U․S․ is looking so dumb. VOTE TRUMP and WIN AGAIN!,790337063489040000,2016-10-23 23:40:14
"Well, Iran has done it again. Taken two of our people and asking for a fortune for their release. This doesn't happen if I'm president!",790192053489729000,2016-10-23 14:04:01
"""If you can't run your own house you certainly can't run the White House"" A statement made by Mrs․ Obama about Crooked Hillary Clinton",790174395985789000,2016-10-23 12:53:51
The media refuses to talk about the three new national polls that have me in first place. Biggest crowds ever - watch what happens!,789671091182633000,2016-10-22 03:33:54
"Just returned from Pennsylvania where we will be bringing back their jobs. Amazing crowd. Will be going back tomorrow, to Gettysburg!",789668492480016000,2016-10-22 03:23:34
"The results are in on the final debate and it is almost unanimous, I WON! Thank you, these are very exciting times.",789520268972601000,2016-10-21 17:34:35
Why didn't Hillary Clinton announce that she was inappropriately given the debate questions - she secretly used them! Crooked Hillary.,789117930801926000,2016-10-20 14:55:50
That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!,788937644642214000,2016-10-20 02:59:26
We cannot take four more years of Barack Obama and that’s what you’ll get if you vote for Hillary. #BigLeagueTruth,788932848317116000,2016-10-20 02:40:23
I started this campaign to Make America Great Again. That’s what I’m going to do. #MAGA #debate,788932604460348000,2016-10-20 02:39:25
USA has the greatest business people in the world but we let political hacks negotiate our deals. We need change! #BigLeagueTruth #Debate,788929804351386000,2016-10-20 02:28:17
Bernie Sanders on HRC: Bad Judgement. John Podesta on HRC: Bad Instincts. #BigLeagueTruth #Debate,788927558288970000,2016-10-20 02:19:22
"Moderator: “Respectfully, you won’t answer the pay-to-play question.” #Debate #BigLeagueTruth",788923253473419000,2016-10-20 02:02:15
Our country is stagnant. We’ve lost jobs and business. We don’t make things anymore b/c of the bill Hillary’s husband signed and she blessed,788920628535435000,2016-10-20 01:51:49
"I will renegotiate NAFTA. If I can’t make a great deal, we’re going to tear it up. We’re going to get this economy running again. #Debate",788919099275391000,2016-10-20 01:45:45
Moderator: Hillary plan calls for more regulation and more government spending. #Debate #BigLeagueTruth,788917347826278000,2016-10-20 01:38:47
"Hillary is too weak to lead on border security-no solutions, no ideas, no credibility.She supported NAFTA, worst deal in US history. #Debate",788914665136923000,2016-10-20 01:28:08
