"Very proud of the U․S․. Senate for voting “YES” to advance the nomination of Judge Brett Kavanaugh!","1048226225196552193","2018-10-05 14:59:41"
"Just out: 3.7% Unemployment is the lowest number since 1969!","1048197648807854080","2018-10-05 13:06:08"
"This is a very important time in our country. Due Process, Fairness and Common Sense are now on trial!","1047847548600377344","2018-10-04 13:54:58"
"Just spoke to President-Elect Andres Manuel Lopez Obrador of Mexico. Great call, we will work well together!","1047495435760427008","2018-10-03 14:35:48"
"Blowout numbers on New Jobs and, separately, Services. Market up!","1047487803746074624","2018-10-03 14:05:28"
"THE ONLY REASON TO VOTE FOR A DEMOCRAT IS IF YOU’RE TIRED OF WINNING!","1047156358343282688","2018-10-02 16:08:25"
"Great reviews on the new USMCA. Thank you! Mexico and Canada will be wonderful partners in Trade (and more) long into the future.","1047139656066842625","2018-10-02 15:02:03"
"Happy 7th birthday to Tristan, a very special member of the Trump family!","1047137342924959744","2018-10-02 14:52:52"
"News conference on the USMCA this morning at 11:00 - Rose Garden of White House.","1046733574173544448","2018-10-01 12:08:26"
"Congratulations to Mexico and Canada!","1046715439831797760","2018-10-01 10:56:22"
