"The U․S․. Coast Guard, FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!","906712991940399104","2017-09-10 02:56:37"
"Churches in Texas should be entitled to reimbursement from FEMA Relief Funds for helping victims of Hurricane Harvey (just like others).","906320446882271232","2017-09-09 00:56:47"
"Republicans must start the Tax Reform/Tax Cut legislation ASAP. Don't wait until the end of September. Needed now more than ever. Hurry!","906139352580972544","2017-09-08 12:57:11"
"Republicans, sorry, but I've been hearing about Repeal & Replace for 7 years, didn't happen! Even worse, the Senate Filibuster Rule will never allow the Republicans to pass even great legislation. 8 Dems control - will rarely get 60 (vs. 51) votes. It is a Repub Death Wish!","",""
"Our incredible U․S․. Coast Guard saved more than 15,000 lives last week with Harvey. Irma could be even tougher. We love our Coast Guard!","906134333467045888","2017-09-08 12:37:14"
"Hurricane Irma is of epic proportion, perhaps bigger than we have ever seen. Be safe and get out of its way,if possible. Federal G is ready!","906133573400481792","2017-09-08 12:34:13"
"We will confront ANY challenge, no matter how strong the winds or high the water. I’m proud to stand with Presidents for #OneAmericaAppeal.","905967331662319617","2017-09-08 01:33:38"
"For all of those (DACA) that are concerned about your status during the 6 month period, you have nothing to worry about - No action!","905788459301908480","2017-09-07 13:42:52"
"Hurricane Irma is raging but we have great teams of talented and brave people already in place and ready to help. Be careful, be safe! #FEMA","905770927526432768","2017-09-07 12:33:12"
"Hurricane looks like largest ever recorded in the Atlantic!","905383515302264832","2017-09-06 10:53:45"
"Watching Hurricane closely. My team, which has done, and is doing, such a good job in Texas, is already in Florida. No rest for the weary!","905383039517282304","2017-09-06 10:51:52"
"Will be going to North Dakota today to discuss tax reform and tax cuts. We are the highest taxed nation in the world - that will change.","905381817695526912","2017-09-06 10:47:01"
"Congress now has 6 months to legalize DACA (something the Obama Administration was unable to do). If they can't, I will revisit this issue!","905228667336499200","2017-09-06 00:38:27"
"Congress, get ready to do your job - DACA!","905038986883850240","2017-09-05 12:04:43"
"Big week coming up!","904899243906879488","2017-09-05 02:49:26"
"The United States is considering, in addition to other options, stopping all trade with any country doing business with North Korea.","904377075049656322","2017-09-03 16:14:31"
"I will be meeting General Kelly, General Mattis and other military leaders at the White House to discuss North Korea. Thank you.","904375314830249984","2017-09-03 16:07:32"
"South Korea is finding, as I have told them, that their talk of appeasement with North Korea will not work, they only understand one thing!","904309527381716992","2017-09-03 11:46:07"
"North Korea has conducted a major Nuclear Test. Their words and actions continue to be very hostile and dangerous to the United States North Korea is a rogue nation which has become a great threat and embarrassment to China, which is trying to help but with little success.","",""
"Remember, Sunday is National Prayer Day (by Presidential Proclamation)!","904177758489776129","2017-09-03 03:02:31"
"Just got back to the White House from the Great States of Texas and Louisiana, where things are going well. Such cooperation & coordination!","904176553621307396","2017-09-03 02:57:43"
"The Manufacturing Index rose to 59%, the highest level since early 2011 - and we can do much better!","904174851627286530","2017-09-03 02:50:58"
"I will be going to Texas and Louisiana tomorrow with First Lady. Great progress being made! Spending weekend working at White House.","903770196388831233","2017-09-02 00:03:00"
"Stock Market up 5 months in a row!","903766326631698432","2017-09-01 23:47:38"
"Texas is healing fast thanks to all of the great men & women who have been working so hard. But still so much to do. Will be back tomorrow!","903603043714957312","2017-09-01 12:58:48"
"General John Kelly is doing a great job as Chief of Staff. I could not be happier or more impressed - and this Administration continues to get things done at a record clip. Many big decisions to be made over the coming days and weeks. AMERICA FIRST!","",""
"Wow, looks like James Comey exonerated Hillary Clinton long before the investigation was over…and so much more. A rigged system!","903587428488839170","2017-09-01 11:56:45"
"Will be leaving for Missouri soon for a speech on tax cuts and tax reform - so badly needed!","902889225061896196","2017-08-30 13:42:20"
"After reading the false reporting and even ferocious anger in some dying magazines, it makes me wonder, WHY? All I want to do is #MAGA!","902885560552960000","2017-08-30 13:27:47"
"After witnessing first hand the horror & devastation caused by Hurricane Harvey,my heart goes out even more so to the great people of Texas!","902881712010653697","2017-08-30 13:12:29"
"The U․S․ has been talking to North Korea, and paying them extortion money, for 25 years. Talking is not the answer!","902875515534626817","2017-08-30 12:47:52"
